[2861157.570] Initializing Modding Framework.
[2861157.570] Connected to modding database!
[2861157.570] Ensuring Foreign Key support is enabled and set to initially deferred.
[2861157.570] Checking database version...
[2861157.570] Modding database is up-to-date!
[2861157.570] Initializing Services...
[2861157.570] Component Discovery Service initialized.
[2861157.570] File Service initialized.
[2861157.570] Localization Service initialized.
[2861157.570] Mod Association Service initialized
[2861157.570] Mod Discovery Service initialized.
[2861157.570] Mod Loader Service initialized.
[2861157.570] Mod Selection Service missing. Skipping.
[2861157.570] Ownership Service initialized.
[2861157.570] Properties Service initialized.
[2861157.573] Setting Discovery Service initialized.
[2861157.574] Subscription Service - Detected 145 subscriptions
[2861157.575] Subscription Service - Subscription 3792052697 - Installed? 1, Downloading? 0, DownloadPending? 0
[2869550.715] Applying Component - KublaiKhanVietnamGameplay_MODE_Expansion2 (UpdateDatabase)
[2869550.715] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_GameCapabilities.xml
[2869550.717] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_Monopolies_MODE.xml
[2869550.747] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_Monopolies_XP1_MODE.xml
[2869550.752] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_Monopolies_XP2_MODE.xml
[2869550.752] Applying Component - KublaiKhanVietnamGameplay_Mongolia (UpdateDatabase)
[2869550.753] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_Mongolia.xml
[2869550.753] Applying Component - KublaiKhanVietnamGameplay_XP1 (UpdateDatabase)
[2869550.754] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_Expansion1.xml
[2869550.754] Applying Component - KublaiKhanVietnamGameplay_XP2 (UpdateDatabase)
[2869550.754] UpdateDatabase - Loading Data/KublaiKhan_Vietnam_Expansion2.xml
[2869550.756] Applying Component - KublaiKhanVietnamIcons (UpdateIcons)
[2869550.756] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_Buildings.xml
[2869550.756] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_Civilizations.xml
[2869550.756] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_Districts.xml
[2869550.757] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_Leaders.xml
[2869550.757] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_UnitPortraits.xml
[2869550.757] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_Units.xml
[2869550.757] Applying Component - KublaiKhanVietnamIcons_MODE (UpdateIcons)
[2869550.757] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_MODE.xml
[2869550.757] UpdateIcons - Loading Data/KublaiKhan_Vietnam_Icons_Resources_MODE.xml
[2869550.759] Applying Component - KublaiKhanVietnamARX (UpdateLogitechARX)
[2869550.759] UpdateARX - Loading Data/ARX/Civ_LEADER_KUBLAI_KHAN_CHINA.png
[2869550.760] UpdateARX - Loading Data/ARX/Civ_LEADER_KUBLAI_KHAN_MONGOLIA.png
[2869550.760] UpdateARX - Loading Data/ARX/Civ_LEADER_LADY_TRIEU.png
[2869550.761] Applying Component - KublaiKhanVietnamText (UpdateText)
[2869550.761] Creating database save point.
[2869550.761] LocalizedText - Loading Text/KublaiKhan_Vietnam_RemoveText.xml
[2869550.761] Warning: Unable to load ../../../DLC/KublaiKhan_Vietnam/Text/KublaiKhan_Vietnam_RemoveText.xml
[2869550.761] Warning: LocalizedText - Failed loading XML.
[2869550.761] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_CitizenNames_Text.xml
[2869550.762] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_CityNames_Text.xml
[2869550.762] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_Civilopedia_Text.xml
[2869550.763] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_ConfigText.xml
[2869550.764] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_Diplomacy_Text.xml
[2869550.765] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_NamedPlaces_Text.xml
[2869550.765] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_PackageText.xml
[2869550.765] LocalizedText - Loading Text/KublaiKhan_Vietnam_Translations_ConfigText.xml
[2869550.767] LocalizedText - Loading Text/KublaiKhan_Vietnam_Translations_PackageText.xml
[2869550.769] LocalizedText - Loading Text/KublaiKhan_Vietnam_Translations_Text.xml
[2869550.796] Successfully released save point.
[2869550.796] Applying Component - KublaiKhanVietnamText_MODE (UpdateText)
[2869550.796] Creating database save point.
[2869550.796] LocalizedText - Loading Text/KublaiKhan_Vietnam_RemoveText_MODE.xml
[2869550.798] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_Monopolies_Text_MODE.xml
[2869550.800] LocalizedText - Loading Text/KublaiKhan_Vietnam_Translations_Text_MODE.xml
[2869550.822] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_CorporationNames_Text.xml
[2869550.823] LocalizedText - Loading Text/en_US/KublaiKhan_Vietnam_Monopolies_Civilopedia_Text_MODE.xml
[2869550.827] Successfully released save point.
[2869550.827] Applying Component - KublaiKhanVietnam_MODE_InGameUI (AddUserInterfaces)
[2869550.827] Applying Component - KublaiKhanVietnam_DistrictPlotIconManager (ReplaceUIScript)
[2869550.827] Applying Component - KublaiKhanVietnam_GlobalResourcePopup (ReplaceUIScript)
[2869550.827] Applying Component - KublaiKhanVietnam_Files (ImportFiles)
[2869550.830] Applying Component - KublaiKhanVietnam_Files_MODE (ImportFiles)
[2869550.832] Applying Component - CatherineDeMediciArt (UpdateArt)
[2869550.832] ModArtLoader - Loading CatherineDeMedici.dep
[2869550.832] Applying Component - CatherineDeMediciARX (UpdateLogitechARX)
[2869550.832] UpdateARX - Loading Data/ARX/Civ_LEADER_CATHERINE_DE_MEDICI_ALT.png
[2869550.833] Applying Component - CatherineDeMediciColors (UpdateColors)
[2869550.833] UpdateColors - Loading Data/CatherineDeMedici_Colors.xml
[2869550.833] Applying Component - CatherineDeMediciGameplay (UpdateDatabase)
[2869550.834] UpdateDatabase - Loading Data/CatherineDeMedici_Leaders.xml
[2869550.836] UpdateDatabase - Loading Data/CatherineDeMedici_Modifiers.xml
[2869550.836] Warning: UpdateDatabase - Error Loading XML.
[2869550.836] UpdateDatabase - Loading Data/CatherineDeMedici_Projects.xml
[2869550.837] Applying Component - CatherineDeMediciIcons (UpdateIcons)
[2869550.837] UpdateIcons - Loading Data/CatherineDeMedici_Icons.xml
[2869550.837] Applying Component - CatherineDeMediciText (UpdateText)
[2869550.837] Creating database save point.
[2869550.837] LocalizedText - Loading Text/CatherineDeMedici_RemoveText.xml
[2869550.837] LocalizedText - Loading Text/en_US/CatherineDeMedici_Civilopedia_Text.xml
[2869550.839] LocalizedText - Loading Text/en_US/CatherineDeMedici_ConfigText.xml
[2869550.839] LocalizedText - Loading Text/en_US/CatherineDeMedici_PackageText.xml
[2869550.839] LocalizedText - Loading Text/en_US/CatherineDeMedici_Text.xml
[2869550.840] LocalizedText - Loading Text/CatherineDeMedici_Translations_ConfigText.xml
[2869550.841] LocalizedText - Loading Text/CatherineDeMedici_Translations_PackageText.xml
[2869550.841] LocalizedText - Loading Text/CatherineDeMedici_Translations_Text.xml
[2869550.845] Successfully released save point.
[2869550.845] Applying Component - GreatWarlordsArt (UpdateArt)
[2869550.845] ModArtLoader - Loading GreatWarlords.dep
[2869550.845] Applying Component - GreatWarlordsAudio (UpdateAudio)
[2869550.846] UpdateAudio - Loading Platforms/Windows/Audio/XP4_DLC03Banks.ini
[2869550.846] Applying Component - GreatWarlordsGameplay (UpdateDatabase)
[2869550.846] UpdateDatabase - Loading Data/GreatWarlords_RemoveData.xml
[2869550.846] UpdateDatabase - Loading Data/GreatWarlords_Civilizations.xml
[2869550.846] UpdateDatabase - Loading Data/GreatWarlords_Leaders.xml
[2869550.851] UpdateDatabase - Loading Data/GreatWarlords_Modifiers.xml
[2869550.851] Applying Component - GreatWarlordsGameplay_Nader (UpdateDatabase)
[2869550.852] UpdateDatabase - Loading Data/GreatWarlords_Leaders_NaderShah.xml
[2869550.853] Applying Component - GreatWarlordsColors (UpdateColors)
[2869550.853] UpdateColors - Loading Data/GreatWarlords_Colors.xml
[2869550.853] Applying Component - GreatWarlordsGameplay_XP2 (UpdateDatabase)
[2869550.854] UpdateDatabase - Loading Data/GreatWarlords_RemoveData.xml
[2869550.854] UpdateDatabase - Loading Data/GreatWarlords_RemoveData_Expansion2.xml
[2869550.855] UpdateDatabase - Loading Data/GreatWarlords_Expansion2.xml
[2869550.856] Applying Component - GreatWarlordsGameplay_XP2_Nader (UpdateDatabase)
[2869550.857] UpdateDatabase - Loading Data/GreatWarlords_Expansion2_NaderShah.xml
[2869550.857] Applying Component - GreatWarlordsIcons (UpdateIcons)
[2869550.857] UpdateIcons - Loading Data/GreatWarlords_Icons_Leaders.xml
[2869550.857] Applying Component - GreatWarlordsARX (UpdateLogitechARX)
[2869550.857] UpdateARX - Loading Data/ARX/Civ_LEADER_NADER_SHAH.png
[2869550.859] UpdateARX - Loading Data/ARX/Civ_LEADER_SULEIMAN_ALT.png
[2869550.859] UpdateARX - Loading Data/ARX/Civ_LEADER_TOKUGAWA.png
[2869550.860] Applying Component - GreatWarlordsText (UpdateText)
[2869550.860] Creating database save point.
[2869550.860] LocalizedText - Loading Text/GreatWarlords_RemoveText.xml
[2869550.860] LocalizedText - Loading Text/en_US/GreatWarlords_Civilopedia_Text.xml
[2869550.861] LocalizedText - Loading Text/en_US/GreatWarlords_ConfigText.xml
[2869550.861] LocalizedText - Loading Text/en_US/GreatWarlords_Text.xml
[2869550.862] LocalizedText - Loading Text/GreatWarlords_Translations_ConfigText.xml
[2869550.863] LocalizedText - Loading Text/GreatWarlords_Translations_Text.xml
[2869550.874] Successfully released save point.
[2869550.874] Applying Component - LGAI_Text (UpdateText)
[2869550.875] Creating database save point.
[2869550.875] LocalizedText - Loading Text.xml
[2869550.875] Successfully released save point.
[2869550.876] Applying Component - NewAction (UpdateIcons)
[2869550.876] UpdateIcons - Loading DeityPlusPlus_Icons.xml
[2869550.876] Applying Component - LGAI_Strategics (UpdateDatabase)
[2869550.876] UpdateDatabase - Loading Strategics.sql
[2869550.877] Applying Component - NewAction (UpdateArt)
[2869550.877] ModArtLoader - Loading DeityPlusPlusAgain.dep
[2869550.877] Applying Component - EthiopiaArt (UpdateArt)
[2869550.877] ModArtLoader - Loading Ethiopia.dep
[2869550.877] Applying Component - EthiopiaGameplay (UpdateDatabase)
[2869550.877] UpdateDatabase - Loading Data/Ethiopia_RemoveData.xml
[2869550.881] UpdateDatabase - Loading Data/Ethiopia_Buildings.xml
[2869550.891] UpdateDatabase - Loading Data/Ethiopia_Civilizations.xml
[2869550.893] UpdateDatabase - Loading Data/Ethiopia_Districts.xml
[2869550.895] UpdateDatabase - Loading Data/Ethiopia_Improvements.xml
[2869550.896] UpdateDatabase - Loading Data/Ethiopia_Leaders.xml
[2869550.898] UpdateDatabase - Loading Data/Ethiopia_Modifiers.xml
[2869550.901] UpdateDatabase - Loading Data/Ethiopia_Units.xml
[2869550.902] Applying Component - EthiopiaColors (UpdateColors)
[2869550.902] UpdateColors - Loading Data/Ethiopia_Colors.xml
[2869550.902] Applying Component - EthiopiaGameplay_XP2 (UpdateDatabase)
[2869550.902] UpdateDatabase - Loading Data/Ethiopia_RemoveData_Expansion2.xml
[2869550.903] UpdateDatabase - Loading Data/Ethiopia_Expansion2.xml
[2869550.907] Applying Component - EthiopiaIcons_MODE (UpdateIcons)
[2869550.907] UpdateIcons - Loading Data/Ethiopia_Icons_Relics_MODE.xml
[2869550.907] Applying Component - EthiopiaIcons (UpdateIcons)
[2869550.907] UpdateIcons - Loading Data/Ethiopia_Icons_Buildings.xml
[2869550.907] UpdateIcons - Loading Data/Ethiopia_Icons_Civilizations.xml
[2869550.909] UpdateIcons - Loading Data/Ethiopia_Icons_Districts.xml
[2869550.909] UpdateIcons - Loading Data/Ethiopia_Icons_FontIcons.xml
[2869550.909] UpdateIcons - Loading Data/Ethiopia_Icons_GameModes.xml
[2869550.909] UpdateIcons - Loading Data/Ethiopia_Icons_Leaders.xml
[2869550.909] UpdateIcons - Loading Data/Ethiopia_Icons_Notifications.xml
[2869550.910] UpdateIcons - Loading Data/Ethiopia_Icons_Projects.xml
[2869550.910] UpdateIcons - Loading Data/Ethiopia_Icons_Resources.xml
[2869550.910] UpdateIcons - Loading Data/Ethiopia_Icons_UnitActions.xml
[2869550.910] UpdateIcons - Loading Data/Ethiopia_Icons_UnitPortraits.xml
[2869550.911] UpdateIcons - Loading Data/Ethiopia_Icons_Units.xml
[2869550.911] Applying Component - EthiopiaText (UpdateText)
[2869550.911] Creating database save point.
[2869550.911] LocalizedText - Loading Text/Ethiopia_RemoveText.xml
[2869550.912] LocalizedText - Loading Text/en_US/Ethiopia_Buildings_Text.xml
[2869550.912] LocalizedText - Loading Text/en_US/Ethiopia_CitizenNames_Text.xml
[2869550.913] LocalizedText - Loading Text/en_US/Ethiopia_CityNames_Text.xml
[2869550.913] LocalizedText - Loading Text/en_US/Ethiopia_Civilopedia_Text.xml
[2869550.914] LocalizedText - Loading Text/en_US/Ethiopia_ConfigText.xml
[2869550.914] LocalizedText - Loading Text/en_US/Ethiopia_Diplomacy_Text.xml
[2869550.915] LocalizedText - Loading Text/en_US/Ethiopia_Districts_Text.xml
[2869550.915] LocalizedText - Loading Text/en_US/Ethiopia_InGameText.xml
[2869550.915] LocalizedText - Loading Text/en_US/Ethiopia_NamedPlaces_Text.xml
[2869550.916] LocalizedText - Loading Text/en_US/Ethiopia_PackageText.xml
[2869550.916] LocalizedText - Loading Text/Ethiopia_Translations_ConfigText.xml
[2869550.919] LocalizedText - Loading Text/Ethiopia_Translations_PackageText.xml
[2869550.919] LocalizedText - Loading Text/Ethiopia_Translations_Text.xml
[2869550.935] Successfully released save point.
[2869550.935] Applying Component - Ethiopia_Files_MODE (ImportFiles)
[2869550.937] Applying Component - Ethiopia_InGameUI (AddUserInterfaces)
[2869550.937] Applying Component - EthiopiaAudio (UpdateAudio)
[2869550.938] UpdateAudio - Loading Platforms/Windows/Audio/XP3_DLC2Banks.ini
[2869550.938] UpdateAudio - Loading Platforms/Windows/Audio/XP3_DLC2_Music_Bank.bnk
[2869550.938] UpdateAudio - Loading Platforms/Windows/Audio/XP3_DLC2_Music_Bank.txt
[2869550.938] UpdateAudio - Loading Platforms/Windows/Audio/XP3_DLC2_Music_Bank.xml
[2869550.939] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Ambiences.bnk
[2869550.939] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Ambiences.txt
[2869550.939] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Ambiences.xml
[2869550.939] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Music_Bank.bnk
[2869550.939] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Music_Bank.txt
[2869550.940] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Music_Bank.xml
[2869550.940] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Notifications.bnk
[2869550.940] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Notifications.txt
[2869550.940] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Notifications.xml
[2869550.940] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Resources_Features_2D.bnk
[2869550.941] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Resources_Features_2D.txt
[2869550.941] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Resources_Features_2D.xml
[2869550.941] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Resources_Features_3D.bnk
[2869550.941] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Resources_Features_3D.txt
[2869550.942] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Resources_Features_3D.xml
[2869550.942] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Speech.bnk
[2869550.942] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Speech.txt
[2869550.942] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Speech.xml
[2869550.943] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_UI_Bank.bnk
[2869550.943] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_UI_Bank.txt
[2869550.943] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_UI_Bank.xml
[2869550.943] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_2D.bnk
[2869550.943] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_2D.txt
[2869550.944] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_2D.xml
[2869550.944] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_3D.bnk
[2869550.944] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_3D.txt
[2869550.944] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_3D.xml
[2869550.944] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_Common.bnk
[2869550.945] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_Common.txt
[2869550.945] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Unit_Bank_Common.xml
[2869550.945] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Wonders.bnk
[2869550.945] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Wonders.txt
[2869550.945] UpdateAudio - Loading Platforms/Windows/Audio/XP_Common_Wonders.xml
[2869550.945] Applying Component - EthiopiaGameplayXP2_MODE (UpdateDatabase)
[2869550.945] UpdateDatabase - Loading Data/Ethiopia_GameCapabilities.xml
[2869550.947] UpdateDatabase - Loading Data/Ethiopia_SecretSocieties_Expansion2_MODE.xml
[2869550.947] UpdateDatabase - Loading Data/Ethiopia_SecretSocieties_MODE.xml
[2869550.969] Applying Component - EthiopiaGranColombiaMayaGameplay_MODE (UpdateDatabase)
[2869550.969] UpdateDatabase - Loading Data/Ethiopia_SecretSocieties_GranColombia_Maya_MODE.xml
[2869550.970] Applying Component - EthiopiaText_MODE (UpdateText)
[2869550.970] Creating database save point.
[2869550.970] LocalizedText - Loading Text/en_US/Ethiopia_Civilopedia_Text_MODE.xml
[2869550.970] LocalizedText - Loading Text/en_US/Ethiopia_SecretSocieties_Text_MODE.xml
[2869550.972] LocalizedText - Loading Text/Ethiopia_Translations_Text_MODE.xml
[2869550.991] Successfully released save point.
[2869550.991] Applying Component - EthiopiaARX (UpdateLogitechARX)
[2869550.992] UpdateARX - Loading Data/ARX/Civ_LEADER_MENELIK.png
[2869550.992] Applying Component - BabylonArt (UpdateArt)
[2869550.992] ModArtLoader - Loading Babylon.dep
[2869550.992] Applying Component - BabylonAudio (UpdateAudio)
[2869550.993] UpdateAudio - Loading Platforms/Windows/Audio/XP3_DLC4Banks.ini
[2869550.993] Applying Component - BabylonARX (UpdateLogitechARX)
[2869550.993] UpdateARX - Loading Data/ARX/Civ_LEADER_HAMMURABI.png
[2869550.994] Applying Component - BabylonGameplay (UpdateDatabase)
[2869550.994] UpdateDatabase - Loading Data/Babylon_Buildings.xml
[2869550.995] UpdateDatabase - Loading Data/Babylon_Civilizations.xml
[2869550.999] UpdateDatabase - Loading Data/Babylon_GreatPeople.xml
[2869551.010] UpdateDatabase - Loading Data/Babylon_GreatWorks.xml
[2869551.014] UpdateDatabase - Loading Data/Babylon_Improvements.xml
[2869551.015] UpdateDatabase - Loading Data/Babylon_Leaders.xml
[2869551.021] UpdateDatabase - Loading Data/Babylon_Modifiers.xml
[2869551.023] UpdateDatabase - Loading Data/Babylon_Units.xml
[2869551.024] Applying Component - BabylonColors (UpdateColors)
[2869551.024] UpdateColors - Loading Data/Babylon_Colors.xml
[2869551.024] UpdateColors - Loading Data/Babylon_Colors_Config.xml
[2869551.025] Applying Component - BabylonGameplay_XP2 (UpdateDatabase)
[2869551.025] UpdateDatabase - Loading Data/Babylon_Expansion2.xml
[2869551.026] Applying Component - BabylonGameplay_GranColombia_Maya (UpdateDatabase)
[2869551.026] UpdateDatabase - Loading Data/Babylon_GranColombia_Maya.xml
[2869551.026] Applying Component - BabylonText (UpdateText)
[2869551.026] Creating database save point.
[2869551.026] LocalizedText - Loading Text/en_US/Babylon_CitizenNames_Text.xml
[2869551.027] LocalizedText - Loading Text/en_US/Babylon_CityNames_Text.xml
[2869551.027] LocalizedText - Loading Text/en_US/Babylon_Civilopedia_Text.xml
[2869551.029] LocalizedText - Loading Text/en_US/Babylon_ConfigText.xml
[2869551.030] LocalizedText - Loading Text/en_US/Babylon_Diplomacy_Text.xml
[2869551.030] LocalizedText - Loading Text/en_US/Babylon_GreatPeople_Text.xml
[2869551.031] LocalizedText - Loading Text/en_US/Babylon_GreatWorks_Text.xml
[2869551.031] LocalizedText - Loading Text/en_US/Babylon_Improvements_Text.xml
[2869551.031] LocalizedText - Loading Text/en_US/Babylon_Leaders_Text.xml
[2869551.032] LocalizedText - Loading Text/Babylon_Translations_ConfigText.xml
[2869551.034] LocalizedText - Loading Text/Babylon_Translations_Text.xml
[2869551.064] Successfully released save point.
[2869551.065] Applying Component - BabylonIcons (UpdateIcons)
[2869551.065] UpdateIcons - Loading Data/Babylon_Icons_Buildings.xml
[2869551.065] UpdateIcons - Loading Data/Babylon_Icons_Civilizations.xml
[2869551.065] UpdateIcons - Loading Data/Babylon_Icons_FontIcons.xml
[2869551.065] UpdateIcons - Loading Data/Babylon_Icons_GreatWorkTypes.xml
[2869551.066] UpdateIcons - Loading Data/Babylon_Icons_GreatWorks.xml
[2869551.066] UpdateIcons - Loading Data/Babylon_Icons_Leaders.xml
[2869551.066] UpdateIcons - Loading Data/Babylon_Icons_Projects.xml
[2869551.066] UpdateIcons - Loading Data/Babylon_Icons_Stats.xml
[2869551.066] UpdateIcons - Loading Data/Babylon_Icons_UnitActions.xml
[2869551.066] UpdateIcons - Loading Data/Babylon_Icons_UnitPortraits.xml
[2869551.067] UpdateIcons - Loading Data/Babylon_Icons_Units.xml
[2869551.067] Applying Component - GreatBuildersArt (UpdateArt)
[2869551.067] ModArtLoader - Loading GreatBuilders.dep
[2869551.067] Applying Component - GreatBuildersAudio (UpdateAudio)
[2869551.067] UpdateAudio - Loading Platforms/Windows/Audio/XP4_DLC07Banks.ini
[2869551.067] Applying Component - GreatBuildersGameplay (UpdateDatabase)
[2869551.067] UpdateDatabase - Loading Data/GreatBuilders_Germany.xml
[2869551.071] UpdateDatabase - Loading Data/GreatBuilders_Modifiers.xml
[2869551.072] Applying Component - GreatBuildersGameplay_Byzantium (UpdateDatabase)
[2869551.072] UpdateDatabase - Loading Data/GreatBuilders_Byzantium.xml
[2869551.074] Applying Component - GreatBuildersColors (UpdateColors)
[2869551.074] UpdateColors - Loading Data/GreatBuilders_Colors.xml
[2869551.074] Applying Component - GreatBuildersGameplay_XP2 (UpdateDatabase)
[2869551.074] UpdateDatabase - Loading Data/GreatBuilders_Korea_Expansion2.xml
[2869551.082] Applying Component - GreatBuildersIcons (UpdateIcons)
[2869551.082] UpdateIcons - Loading Data/GreatBuilders_Icons_Leaders.xml
[2869551.082] Applying Component - GreatBuildersText (UpdateText)
[2869551.082] Creating database save point.
[2869551.082] LocalizedText - Loading Text/GreatBuilders_RemoveText.xml
[2869551.083] LocalizedText - Loading Text/en_US/GreatBuilders_Civilopedia_Text.xml
[2869551.083] LocalizedText - Loading Text/en_US/GreatBuilders_ConfigText.xml
[2869551.084] LocalizedText - Loading Text/en_US/GreatBuilders_Text.xml
[2869551.085] LocalizedText - Loading Text/GreatBuilders_Translations_ConfigText.xml
[2869551.086] LocalizedText - Loading Text/GreatBuilders_Translations_Text.xml
[2869551.098] Successfully released save point.
[2869551.098] Applying Component - PortugalArt (UpdateArt)
[2869551.099] ModArtLoader - Loading Portugal.dep
[2869551.099] Applying Component - PortugalAudio (UpdateAudio)
[2869551.099] UpdateAudio - Loading Platforms/Windows/Audio/XP3_DLC6Banks.ini
[2869551.099] Applying Component - PortugalGameplay (UpdateDatabase)
[2869551.099] UpdateDatabase - Loading Data/Portugal_Buildings.xml
[2869551.102] UpdateDatabase - Loading Data/Portugal_Civilizations.xml
[2869551.105] UpdateDatabase - Loading Data/Portugal_Improvements.xml
[2869551.106] UpdateDatabase - Loading Data/Portugal_Leaders.xml
[2869551.107] UpdateDatabase - Loading Data/Portugal_Modifiers.xml
[2869551.109] UpdateDatabase - Loading Data/Portugal_Units.xml
[2869551.110] Applying Component - PortugalGameplayXP2 (UpdateDatabase)
[2869551.111] UpdateDatabase - Loading Data/Portugal_Moments.xml
[2869551.111] Applying Component - PortugalColors (UpdateColors)
[2869551.111] UpdateColors - Loading Data/Portugal_Colors.xml
[2869551.111] Applying Component - PortugalGameplay_XP2 (UpdateDatabase)
[2869551.112] UpdateDatabase - Loading Data/Portugal_Expansion2.xml
[2869551.115] Applying Component - PortugalGameplayIcons (UpdateIcons)
[2869551.116] UpdateIcons - Loading Data/Portugal_Icons_Buildings.xml
[2869551.116] UpdateIcons - Loading Data/Portugal_Icons_Civilizations.xml
[2869551.116] UpdateIcons - Loading Data/Portugal_Icons_Leaders.xml
[2869551.116] UpdateIcons - Loading Data/Portugal_Icons_UnitActions.xml
[2869551.116] UpdateIcons - Loading Data/Portugal_Icons_UnitPortraits.xml
[2869551.116] UpdateIcons - Loading Data/Portugal_Icons_Units.xml
[2869551.117] UpdateIcons - Loading Data/Portugal_Icons_Wonders.xml
[2869551.117] Applying Component - PortugalARX (UpdateLogitechARX)
[2869551.117] UpdateARX - Loading Data/ARX/Civ_LEADER_JOAO_III.png
[2869551.117] Applying Component - PortugalText (UpdateText)
[2869551.117] Creating database save point.
[2869551.117] LocalizedText - Loading Text/en_US/Portugal_Buildings_Text.xml
[2869551.119] LocalizedText - Loading Text/en_US/Portugal_CitizenNames_Text.xml
[2869551.119] LocalizedText - Loading Text/en_US/Portugal_CityNames_Text.xml
[2869551.120] LocalizedText - Loading Text/en_US/Portugal_Civilopedia_Text.xml
[2869551.120] LocalizedText - Loading Text/en_US/Portugal_ConfigText.xml
[2869551.121] LocalizedText - Loading Text/en_US/Portugal_Diplomacy_Text.xml
[2869551.122] LocalizedText - Loading Text/en_US/Portugal_NamedPlaces_Text.xml
[2869551.122] LocalizedText - Loading Text/en_US/Portugal_PackageText.xml
[2869551.123] LocalizedText - Loading Text/Portugal_Translations_ConfigText.xml
[2869551.125] LocalizedText - Loading Text/Portugal_Translations_PackageText.xml
[2869551.126] LocalizedText - Loading Text/Portugal_Translations_Text.xml
[2869551.140] Successfully released save point.
[2869551.140] Applying Component - Portugal_XP1Files (ImportFiles)
[2869551.141] Applying Component - ZYL_BRS_Database (UpdateDatabase)
[2869551.141] UpdateDatabase - Loading BRS/BetterReportScreen_Database.sql
[2869551.141] Applying Component - ZYL_BRS_Icons (UpdateIcons)
[2869551.142] UpdateIcons - Loading BRS/Icons/FontIconsRMI.xml
[2869551.142] Applying Component - ZYL_BBGExpandedResources (UpdateDatabase)
[2869551.143] UpdateDatabase - Loading CIVITASResources/Core/p0k_Resources.sql
[2869551.144] Applying Component - ZYL_BBGExpandedResourcesArt (UpdateArt)
[2869551.145] ModArtLoader - Loading CIVITASResources/CIVITAS Resources.dep
[2869551.145] Applying Component - ZYL_BBGExpandedResourcesIcons (UpdateIcons)
[2869551.145] UpdateIcons - Loading CIVITASResources/Core/CVS_Resource_Icon_Definitions.sql
[2869551.145] Applying Component - ZYL_BBGExpandedResourcesText (UpdateText)
[2869551.145] Creating database save point.
[2869551.145] LocalizedText - Loading CIVITASResources/Core/p0k_Resources_Localisation.sql
